market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
"AVPFLL",0,0,0,1,0,0,1.082,1.895815,.2116254,3.1,2.940485,1.687247,0,0,.1929825,.4035088,.0263158,.7324561,.1140351,.1578947,.6750188,.1967189,.6750188,.014872,.0015883,.002114
"AVPLAX",0,0,0,1,0,0,2.371,2.395605,.1831448,3.3,2.946619,2.642674,0,0,.3137931,.2965517,.2689655,.6517242,.0448276,.1689655,0,.0086134,0,0,0,0
"AVPMCO",0,0,0,1,0,0,.944,1.722515,.472719,2.7,2.696818,.9745679,0,0,.2413793,.3448276,.1482759,.7137931,.0896552,.1551724,.7317073,.18313,.7317073,.023901,.0013922,.0015867
"AVPMIA",0,0,0,1,0,0,1.103,1.906825,.2116254,3.1,2.940485,1.687247,0,0,.3185841,.3185841,.1106195,.7079646,.0884956,0,.6571112,.1868023,.6571112,.0144175,.0013659,.0017054
"AVPORD",0,0,0,1,0,0,.631,1.189822,.1550676,1.7,3.097092,2.262624,0,0,.3464052,.2352941,.3104575,.627451,.0163399,0,0,.2065567,0,.0000112,.0095412,.0095412
"AVPPBI",0,0,0,1,0,0,1.04,1.864091,.4213133,2.85,3.533049,.802954,0,0,.0731707,.4329268,.0121951,.7621951,.054878,.1402439,.7059031,.2102322,.7059031,.0159046,.0036034,.0022344
"AVPRSW",0,0,0,1,0,0,1.077,1.813514,.2649559,6.45,2.897033,.5054197,0,0,.186747,.3554217,.0120482,.7409639,.1084337,0,.6257265,.1410786,.6257265,.0195782,.0009736,.0010498
"AVPSFO",0,0,0,1,0,0,2.477,2.549725,.1120481,.75,3.725366,1.524588,0,0,.2857143,.2689076,.3277311,.6554622,.0546218,0,0,.0201152,0,0,0,0
"AVPTPA",0,0,0,1,0,0,.999,1.704333,.1023103,2.95,2.806373,1.166096,0,0,.2047244,.3661417,.1102362,.7204725,.0905512,.1574803,.6439044,.1213364,.6439044,.0180025,.0007127,.0017464
"AZOBNA",0,0,0,0,0,0,.426,.7018855,.4453783,3.5,2.925164,.6498767,0,0,.3801743,.3055556,.128268,.6511438,0,.212963,.2466592,.06749,.2466592,.3372801,.2015132,.2015132
"AZOBOS",0,0,0,1,0,0,.745,1.532522,.4453783,3,3.481079,1.182798,0,0,.4327731,.3067227,.2394958,.7058824,.0588235,0,.3228986,.3084518,.3228986,0,0,.1802258
"AZODAL",0,0,0,0,0,0,.895,.8944237,.1141117,3.3,3.068403,1.300016,1,1,.2193277,.0285714,.0588235,.4705882,0,.4142857,.0172826,.0172826,.0274896,.2215313,.0168379,.0167632
"AZODCA",0,0,0,1,0,0,.505,1.194176,.2343659,4.6,3.476023,1.246555,0,0,.3844998,.2591241,.1829111,.6749678,.0328467,0,.449544,.2571143,.449544,0,0,.0696196
"AZODEN",0,0,0,1,0,0,1.01,1.159691,.4453783,4.4,3.331025,.8925234,0,0,.4546396,.2746479,.3933306,.6501657,.0809859,0,0,.2775483,0,.0921002,0,0
"AZODFW",1,0,1,1,0,0,.9,.8991441,.1141117,3.3,3.068403,1.300016,0,1,.549082,.3248408,.2021356,.5884227,.0923567,0,0,0,.0258083,.2207232,0,.0153676
"AZOLAX",0,0,0,1,0,0,1.867,1.963396,.1831448,3.75,2.960853,1.991317,0,0,.4902637,.2965517,.327789,.6912779,.0448276,.1689655,0,.1350948,0,.0002259,0,0
"AZOLGA",1,0,0,1,0,0,.614,1.370297,.1101473,2.65,3.385926,2.417114,0,0,.4510608,.2581967,.2309547,.6918997,.0655738,0,.3884585,.3167286,.3884585,0,0,.1320932
"AZOMCO",1,0,0,1,0,0,.981,1.290306,.4453783,3.15,2.711052,.73436,0,0,.4178499,.3448276,.2070994,.6912779,.0896552,.1551724,.1490746,.0015095,.1490746,.0331718,.001071,.128488
"AZOMIA",0,0,0,0,0,0,1.172,1.474616,.2116254,3.55,2.954719,1.271381,0,0,.4950547,.3185841,.169443,.5900573,.0884956,0,.1265394,.0023558,.1265394,.0207684,.0017112,.1093088
"AZOORD",1,0,1,0,0,0,.122,.7576126,.1550676,2.15,3.111326,1.704941,0,0,.5228758,.2352941,.3692811,.6405229,.0163399,0,0,3.009316,0,1.845813,.086081,.086081
"AZORSW",0,0,0,1,0,0,1.103,1.381305,.2649559,6.9,2.911267,.3808457,0,0,.3632176,.3554217,.0708717,.5549256,.1084337,0,.1273056,.0018511,.1273056,.0388155,.001849,.1091347
"AZOSFO",0,0,0,1,0,0,1.966,2.117516,.1120481,1.2,3.7396,1.148813,0,0,.4621849,.2689076,.3865546,.6806723,.0546218,0,0,.1468081,0,.0218126,0,0
"AZOTPA",1,0,0,1,0,0,.998,1.272124,.1023103,3.4,2.820607,.8786811,0,0,.381195,.3661417,.1690598,.6438166,.0905512,.1574803,.1370452,.0013147,.1370452,.0555022,.0012208,.1170161
"BDLBHM",0,1,0,1,0,1,.961,1.407019,.5178719,4.1,3.377413,1.108476,0,0,.3253022,.7099919,.1715552,.4183723,.0597905,.4318292,.4202908,.0322461,.4202908,.0029523,.0042804,.0029398
"BDLBNA",0,1,0,1,0,1,.852,1.295988,.5340726,3.8,3.470464,1.244474,0,0,.4331155,.6114379,.2341503,.4132353,.0529412,.3776689,.396504,.0437637,.396504,.010696,.0133631,.019872
"BDLBTR",0,1,0,0,0,0,1.292,1.525348,.5340726,3.8,3.161889,.9071226,0,0,.2688854,.7664087,.1647059,.2882353,.0529412,.1647059,.2314454,.0107564,.2314454,.0025659,.0035564,.0025899
"BDLBWI",0,0,0,1,0,1,.283,1.808457,.2974226,4.9,4.021323,2.387076,0,0,.4258403,.5871323,.3254202,.5248424,.0529412,.3968487,3.947615,2.844338,3.947615,.0042842,.0083996,0
"BDLCAE",0,1,0,0,0,0,.718,1.644812,.5340726,2.9,3.261554,.8714055,0,0,.2294118,.7826265,.1647059,.4277702,.0529412,.1647059,1.015363,.4611211,1.015363,0,0,.0035819
"BDLCHA",0,1,0,0,0,0,.828,1.405427,.5340726,2.45,3.259566,.7458419,0,0,.2532213,.7820728,.1647059,.4072829,.0529412,.1647059,.5476843,.1328759,.5476843,.0043195,.0068255,.0054928
"BDLCHS",0,1,0,1,0,0,.742,1.73449,.5340726,3.8,3.207292,.8020861,0,0,.2374763,.7494308,.1647059,.626945,.0690702,.1647059,1.076316,.5045984,1.076316,.0019564,.0007377,.0178378
"BDLCMH",0,0,0,1,0,1,.55,1.489357,.5340726,3.4,3.469566,1.378375,0,0,.4619699,.5733242,.2926129,.5266074,.0994528,.3391245,.9568297,.4090392,.9568297,0,.049902,.1236886
"BDLCOS",1,1,1,0,0,0,1.694,1.751433,.3744382,4,3.406419,.8020067,0,0,.6044118,.5142157,.4980392,.2882353,.0529412,.1647059,0,.0235047,0,0,0,0
"BDLCVG",0,1,0,0,0,0,.661,1.381558,.5340726,3.05,3.455653,1.532346,0,0,.2678733,.7930619,.2480392,.2882353,.0529412,.1647059,.5805095,0,.5805095,0,.0357194,.0762866
"BDLDAB",0,1,0,0,0,0,.997,1.855341,.5340726,4.4,3.111098,.7232953,0,0,.2294118,.8058823,.1647059,.2882353,.0529412,.1647059,.7485517,.2280594,.7485517,.0027895,.0010139,.0196861
"BDLDAL",0,0,0,0,0,0,1.463,1.488527,.1141117,3.6,3.613704,2.489451,1,1,.2722689,.3344538,.1647059,.2882353,.0529412,.5789916,.0109178,0,.0788433,0,.0108502,.0174349
"BDLDAY",0,0,0,1,0,0,.62,1.419575,.5340726,2.55,3.356297,.9899009,0,0,.4436975,.5290967,.2718487,.4935924,.1160714,.1647059,.6457187,.1662705,.6457187,0,.0459764,.1096304
"BDLDCA",0,0,0,1,0,0,.313,1.788279,.2343659,4.9,4.021323,2.387076,0,0,.437441,.5650065,.2887935,.481666,.0784886,.1647059,3.443336,2.416545,3.443336,.0020666,0,0
"BDLDEN",1,1,1,1,0,0,1.671,1.753794,.4461665,4.7,3.876325,1.709128,0,0,.5075808,.5805303,.4992129,.4290804,.0809859,.1647059,0,.032232,0,0,0,0
"BDLDFW",1,1,1,1,0,0,1.471,1.493247,.1141117,3.6,3.613704,2.489451,0,1,.6020232,.6307231,.308018,.380592,.0923567,.1647059,0,0,.0754399,0,0,.0175282
"BDLELP",1,0,0,0,0,0,1.978,1.9727,.4617842,5.05,2.881316,.8924527,0,0,.5371041,.4058824,.1647059,.3085973,.0529412,.4339367,.0184758,0,.0184758,0,.0106081,.0106143
"BDLFLL",0,1,0,1,1,1,1.173,2.057709,.2116254,3.85,3.50002,2.434616,0,0,.4223942,.7093911,.1910217,.5206915,.1140351,.3226006,.6740201,.2273471,.6740201,.0072746,.0013091,.0313675
"BDLGRR",0,0,0,1,0,0,.659,1.475674,.4117735,3.5,3.336833,.9323347,0,0,.4024887,.3635747,.4050905,.6182127,.0529412,.1647059,.3915073,.4080312,.3915073,.0110913,.0881777,.2290906
"BDLGSO",0,1,0,1,0,0,.561,1.651842,.4739241,2.55,3.314784,.8690546,0,0,.2784314,.7078432,.1941177,.6313726,.1372549,.1647059,1.441291,.7626654,1.441291,0,0,.000037
"BDLGSP",0,0,0,1,0,0,.709,1.559015,.4136535,2.25,3.241799,.8111761,0,0,.3169118,.7433823,.1647059,.5257353,.0529412,.1647059,.9151437,.3770151,.9151437,0,0,0
"BDLHOU",0,1,0,0,0,1,1.519,1.632387,.2364666,4.9,3.673261,2.369134,0,0,.3837327,.4972404,.1647059,.2882353,.1481481,.4610022,.1289304,.0174203,.1361954,.003403,0,0
"BDLIAD",0,0,1,0,0,0,.326,1.76579,.2343659,4.9,4.021323,2.387076,0,0,.4227451,.592549,.4447059,.414902,.1,.1647059,3.195109,2.209867,3.195109,.0046882,.010419,.0066619
"BDLIND",1,0,1,1,0,1,.728,1.313262,.4410904,3.35,3.522975,1.342193,0,0,.4685422,.5069693,.3549233,.5001918,.0909847,.3440537,.3152306,.0406378,.3152306,.0000577,.0415398,.0941841
"BDLJAN",0,1,0,0,0,0,1.164,1.407922,.5340726,4.05,3.221622,.7622883,0,0,.2588235,.7568628,.1941177,.2941177,.0529412,.3117647,.2530864,.0290077,.2530864,.003744,.0055688,.0049627
"BDLJAX",0,1,0,1,1,1,.935,1.763574,.5340726,2.65,3.370426,1.153474,0,0,.3903313,.7196755,.1762001,.500879,.1104124,.3198783,.7601171,.2069194,.7601171,.0012892,.0002003,.0124616
"BDLJFK",1,0,0,0,0,0,.106,1.968481,.1101473,2.95,3.931227,4.628625,0,0,.6215686,.5803922,.2627451,.2882353,.127451,.1647059,13.32325,10.76245,13.32325,.2867889,.0577791,3.401018
"BDLLAX",1,1,1,1,0,1,2.527,2.557498,.1831448,4.05,3.506154,3.813251,0,0,.5432048,.6024341,.4336714,.4399595,.0529412,.3336714,0,.0105888,0,0,0,0
"BDLLIT",1,1,0,0,0,0,1.169,1.242817,.5340726,4.25,3.304766,.8454091,0,0,.6006239,.6164885,.1722817,.3033868,.0529412,.3919786,.1402666,.0029662,.1402666,.0017541,.0125308,.0209468
"BDLMCI",1,1,1,1,0,1,1.169,1.231429,.5340726,3.2,3.510015,1.46947,0,0,.5222046,.5806571,.3448861,.427875,.0585586,.3854266,.0112953,.0240975,.0112953,0,0,0
"BDLMCO",1,1,1,1,1,1,1.05,1.884409,.472719,3.45,3.256352,1.406255,0,0,.4707911,.65071,.3129818,.5020284,.101217,.3198783,.7009398,.201622,.7009398,.0036537,.0008989,.0200044
"BDLMDW",0,0,0,0,0,1,.777,1.345111,.1550676,2.45,3.656626,3.264858,0,0,.265126,.3058824,.1647059,.3168067,.15,.5075631,.0245273,.1691524,.0245273,0,0,0
"BDLMEM",0,1,0,1,0,0,1.048,1.225141,.5340726,4.25,3.388273,1.18715,0,0,.3609907,.5821981,.2107585,.5220588,.131579,.1647059,.2135247,.0129911,.2135247,.0067773,.0127356,.0192406
"BDLMIA",1,1,1,1,1,0,1.194,2.068719,.2116254,3.85,3.50002,2.434616,0,0,.5479959,.6244664,.2753254,.4961999,.1060385,.1647059,.6574948,.2176476,.6574948,.0070586,.0013805,.0304756
"BDLMKE",0,0,0,1,1,0,.78,1.410037,.5340726,3.45,3.589758,1.320685,0,0,.451634,.4787219,.3375454,.5297749,.1602033,.1647059,.0867641,.2526765,.0867641,.0041208,0,.0957671
"BDLMLB",0,1,0,0,0,0,1.054,1.928172,.472719,3.45,3.268548,.7507178,0,0,.2294118,.8058823,.1647059,.2882353,.0529412,.1647059,.7284526,.2345125,.7284526,.0047617,.0024768,.0252227
"BDLMSY",1,1,1,1,1,1,1.279,1.565439,.5340726,5,3.305887,1.232846,0,0,.4468031,.6580563,.2647059,.4099744,.0826087,.3690537,.2653281,.0026699,.2653281,.0014695,.001352,.0007699
"BDLOAK",1,0,1,1,0,1,2.614,2.701897,.1120481,1.5,4.2849,2.199908,0,0,.5033844,.42917,.4866237,.2882353,.0547945,.493473,0,.0248815,0,0,0,0
"BDLOKC",1,0,0,0,0,0,1.415,1.411493,.5340726,5.3,3.308109,1.132546,0,0,.5894118,.5658823,.2980392,.2882353,.0529412,.4313726,.0405591,0,.0405591,0,.0164532,.0312605
"BDLOMA",1,0,1,1,0,1,1.199,1.361979,.5340726,3.6,3.521531,.9480302,0,0,.6081997,.4043672,.4677362,.4046346,.0740642,.3768271,0,.0602644,0,0,0,0
"BDLORD",1,1,1,1,0,0,.783,1.351716,.1550676,2.45,3.656626,3.264858,0,0,.575817,.5411765,.4751634,.4156863,.0529412,.1647059,0,.1796584,0,0,.0081637,.0081894
"BDLORF",0,0,0,1,0,0,.395,1.844039,.2289411,4.55,3.287507,1.355791,0,0,.4294118,.6258824,.2047059,.5882353,.0529412,.1647059,2.786382,1.894882,2.786382,.0114267,.0049123,.1199747
"BDLPBI",0,1,0,1,1,1,1.133,2.025985,.4213133,3.6,4.092583,1.158624,0,0,.3025825,.7388092,.176901,.5504304,.1078192,.3049498,.6993771,.23872,.6993771,.0064205,.0035986,.0307419
"BDLPDX",1,1,1,1,0,0,2.47,2.708285,.5340726,3.05,3.516041,1.513196,0,0,.493148,.5970912,.4998707,.3393665,.1318681,.3405301,.0176925,.0640031,.0176925,0,0,.0198873
"BDLPNS",0,1,0,1,0,0,1.129,1.578653,.2181258,4.05,3.113739,.6961521,0,0,.2294118,.724487,.1647059,.5324214,.0529412,.1647059,.3958417,.0008034,.3958417,.0002212,0,0
"BDLRDU",0,0,0,1,1,1,.532,1.718364,.4989468,4.2,3.604166,.9829609,0,0,.4359335,.6482737,.2407928,.5382353,.1942455,.3820972,1.680768,.9723735,1.680768,0,0,.0121235
"BDLRIC",0,0,0,1,0,0,.393,1.777286,.5235466,4.4,3.49282,1.134755,0,0,.3845842,.65071,.21643,.684787,.0529412,.1647059,2.615734,1.72648,2.615734,0,0,.0267212
"BDLRSW",1,1,0,1,0,0,1.18,1.975408,.2649559,7.2,3.456568,.7292964,0,0,.4161587,.6613041,.1767541,.5291992,.1084337,.1647059,.6120022,.1642118,.6120022,.0039708,.0008927,.0200316
"BDLSAN",1,1,1,1,0,1,2.502,2.518967,.5340726,4,3.595421,1.819844,0,0,.5393291,.5868741,.3919786,.4039378,.053719,.3589208,0,.0068769,0,0,0,0
"BDLSAT",1,1,1,1,0,1,1.673,1.72866,.5340726,3,3.25097,1.422191,0,0,.5611874,.642331,.2768554,.4274327,.0529412,.3703133,.024792,.0057737,.0890662,.0037254,.0064154,.0085751
"BDLSDF",0,1,0,1,0,1,.738,1.317099,.5340726,3.6,3.415926,1.165392,0,0,.4118442,.6639905,.2390302,.4571542,.0934817,.3944356,.445357,.0063883,.445357,.0013218,.0266404,.0519838
"BDLSEA",1,1,1,1,0,0,2.431,2.715524,.5340726,2.45,3.789063,1.893445,0,0,.4952848,.5955649,.4186742,.423156,.1031746,.3154995,.0263777,.0767374,.0263777,.0039482,0,.0288985
"BDLSFO",1,1,1,1,0,0,2.625,2.711619,.1120481,1.5,4.2849,2.199908,0,0,.515126,.5747899,.492437,.4436975,.0546218,.1647059,0,.0244422,0,0,0,0
"BDLSJC",1,1,1,1,0,0,2.609,2.69077,.2963765,1.5,4.2849,2.199908,0,0,.6348172,.481558,.4620032,.2882353,.0664547,.4079491,0,.0233904,0,0,0,0
"BDLSLC",1,1,1,0,0,0,2.026,2.142106,.5340726,4.5,3.351557,1.06819,0,0,.482159,.7124758,.4229476,.2882353,.0549451,.3844861,0,.0385814,0,0,0,.0009554
"BDLSMF",1,0,1,1,0,1,2.558,2.658071,.5340726,4.7,3.43914,1.470838,0,0,.499682,.5085851,.495787,.3159778,.0540541,.4282194,0,.0283035,0,0,0,.0001245
"BDLSNA",1,0,1,0,0,0,2.507,2.533872,.3074962,4.05,3.506154,3.813251,0,0,.5901713,.451452,.4558451,.3515264,.056962,.2216679,0,.0097082,0,0,0,0
"BDLSRQ",0,1,0,1,0,0,1.147,1.899006,.3634057,4.95,3.748409,.8376874,0,0,.2294118,.7746323,.1647059,.5278186,.0529412,.1647059,.5969602,.1363713,.5969602,.0027471,.001498,.014708
"BDLSTL",1,0,0,1,0,1,.957,1.094697,.5340726,2.55,3.475409,1.775075,0,0,.5670186,.4340875,.2800905,.4164404,.0529412,.3698341,.0848591,.0093728,.0848591,0,.0300484,.06355
"BDLTPA",1,1,1,1,1,1,1.111,1.866227,.1023103,3.7,3.365907,1.682621,0,0,.4341362,.6720241,.2749421,.5087078,.1119963,.3221862,.6143255,.138653,.6143255,.0023709,.0008434,.0137277
"BDLTUL",1,0,0,0,0,0,1.305,1.300861,.5340726,6.15,3.46741,1.002968,0,0,.6536542,.4952763,.2631907,.2882353,.0529412,.4450089,.0460681,0,.0460681,0,.0179632,.0351574
"BDLTUS",1,1,0,0,0,0,2.2,2.200034,.5340726,3.8,3.14018,.9989408,0,0,.5337596,.4870418,.3023871,.3600171,.0529412,.2951407,.006555,.0018035,.006555,0,0,0
"BDLTYS",0,1,0,0,0,0,.741,1.442055,.5340726,3.35,3.270023,.8508549,0,0,.2550528,.7802414,.2031674,.3395174,.0529412,.1647059,.6939521,.1956084,.6939521,.0053702,.008189,.007048
"BFLDAL",0,0,0,0,0,0,1.282,2.015336,.1141117,4.9,2.802772,1.9015,1,1,.5428572,.0285714,0,.1285714,0,.4142857,0,0,.1641989,.0036859,0,.0036859
"BFLDFW",1,0,0,0,0,0,1.271,2.020056,.1141117,4.9,2.802772,1.9015,0,1,.8726115,.3248408,.1433121,.1401274,.0923567,0,0,0,.1667025,.0033095,0,.0033095
"BHMBNA",0,0,0,0,0,1,.177,.6659403,.5178719,4.6,3.050289,1.190808,0,0,.2995941,.7096652,.0762938,.3106925,.0068493,.4800863,4.613666,.9655262,4.613666,2.835687,.9655262,4.452518
"BHMBOS",0,1,0,1,0,0,1.05,1.496576,.4886092,4.1,3.606205,2.167312,0,0,.3521929,.7108323,.1875216,.3654311,.0588235,.2671233,.3791443,.0270791,.3791443,0,0,0
"BHMBUF",0,1,0,1,0,0,.779,1.131119,.5178719,3.25,2.866436,1.111101,0,0,.2894388,.6057225,.127817,.4607822,.0725806,.4284136,.3556734,.0341849,.3556734,.0062009,.0858376,.2350388
"BHMBWI",0,1,0,1,0,1,.682,1.178409,.2974226,5.7,3.601149,2.284137,0,0,.292319,.6853596,.1675636,.3667441,.0446429,.4992661,.7653558,.0404384,.7653558,.0419421,.0002711,0
"BHMCAE",0,1,0,0,0,0,.326,1.014764,.5178719,3.7,2.84138,.8338274,0,0,.0958904,.8808538,.0068493,.2696719,.0068493,.2671233,2.836895,0,2.836895,.3491162,0,2.430762
"BHMCHS",0,1,0,0,0,0,.392,1.104442,.5178719,4.6,2.787118,.7674974,0,0,.1039549,.847658,.0068493,.4688467,.0229783,.2671233,2.429653,.0010524,2.429653,.3235892,.0010524,1.941562
"BHMCMH",0,1,0,1,0,1,.493,.8593091,.5178719,4.2,3.049391,1.318935,0,0,.3284486,.6715515,.1347563,.3685091,.0533609,.4415419,.785099,.0375352,.785099,.4133895,.1778562,.7304477
"BHMCVG",0,1,0,0,0,0,.396,.7515095,.5178719,3.85,3.035479,1.466266,0,0,.134352,.8912891,.0901826,.2198806,.0068493,.2671233,1.142713,.0001008,1.142713,.7307499,.2816604,1.068614
"BHMDAL",0,0,0,0,0,1,.587,.8584786,.1141117,4.4,3.19353,2.382097,0,1,.1387476,.432681,.0068493,.2176125,.0068493,.681409,.0341739,.0341739,1.354592,.3249825,.0339903,.3781543
"BHMDCA",0,1,0,1,0,0,.654,1.158231,.2343659,5.7,3.601149,2.284137,0,0,.3039196,.6632337,.1309369,.3345165,.0328467,.2671233,.826547,.0401026,.826547,.041044,0,.0865499
"BHMDEN",1,1,0,1,0,0,1.082,1.123746,.4461665,5.5,3.456151,1.635424,0,0,.3740594,.6787575,.3413564,.3097144,.0809859,.2671233,.1422295,.1422295,0,.3143793,0,.0386074
"BHMDFW",1,1,0,0,0,0,.597,.8631989,.1141117,4.4,3.19353,2.382097,0,1,.4685019,.7289504,.1501614,.2479714,.0923567,.2671233,0,0,1.321222,.3159568,0,.3678557
"BHMELP",1,0,0,1,0,1,1.148,1.342652,.4617842,5.85,2.461142,.853967,0,0,.4035827,.5041096,.0068493,.2505796,.0230769,.5363541,0,0,.4320066,.0684008,0,.0838578
"BHMFLL",0,1,0,0,0,1,.65,1.427661,.2116254,4.65,3.079845,2.329627,0,0,.2888729,.8076184,.0331651,.3625931,.1140351,.425018,1.634846,.1010441,1.719112,.5136563,.0009783,1.344654
"BHMGSO",0,1,0,0,0,0,.425,1.021794,.4739241,3.35,2.89461,.831578,0,0,.14491,.8060704,.0362611,.4732742,.1372549,.2671233,1.760851,.0333545,1.760851,.0181671,.0333545,1.256182
"BHMHOU",0,0,0,0,0,1,.57,1.002339,.2364666,5.7,3.253087,2.266969,0,0,.2502114,.5954676,.0068493,.130137,.1481481,.5634196,.4788288,.4533681,1.683646,.0255833,0,0
"BHMIAD",0,1,0,0,0,0,.638,1.135741,.2343659,5.7,3.601149,2.284137,0,0,.2892237,.6907762,.2868493,.2568036,.1,.2671233,.8360548,.0453502,.8360548,.0519692,.0453502,.1379755
"BHMIND",0,1,0,1,0,0,.426,.6832134,.4410904,4.15,3.102801,1.284313,0,0,.3350208,.6051965,.1970667,.42905,.0448928,.4464711,.787055,.1599004,.787055,.8262246,.3301618,.717566
"BHMISP",0,0,0,0,0,1,.902,1.374751,.3702461,3.75,3.511053,4.429023,0,0,.1648559,.5420406,.0068493,.1580066,.0068493,.7153991,.501765,.0285318,.501765,0,0,0
"BHMJAN",0,1,0,0,0,0,.211,.7778742,.5178719,4.85,2.801448,.7294158,0,0,.1253022,.85509,.0362611,.2771958,.0068493,.4141821,3.751655,1.245334,4.982891,3.317271,1.245334,3.39756
"BHMJAX",0,1,0,0,0,1,.365,1.133526,.5178719,3.45,2.950252,1.103732,0,0,.2568099,.8179027,.0183436,.3427806,.1091954,.4222957,2.971251,.1081375,2.971251,.8641732,0,2.683584
"BHMLAX",1,1,0,1,0,1,1.815,1.92745,.1831448,4.85,3.085979,3.648811,0,0,.4096835,.7006613,.2758148,.3508266,.0448276,.4360888,.0064368,.0064368,.0689289,.0024552,0,.0024552
"BHMLGA",0,1,0,1,0,0,.866,1.334352,.1101473,3.75,3.511053,4.429023,0,0,.3704806,.6623063,.1789805,.3514485,.0655738,.2671233,.51854,.032614,.51854,0,0,0
"BHMLIT",0,0,0,1,0,0,.324,.6127685,.5178719,5.05,2.884591,.8089522,0,0,.4671025,.7147157,.0144251,.2816522,.0068493,.494396,1.77429,.8087978,2.508546,1.886616,.8071021,1.891054
"BHMMCI",0,1,0,1,0,1,.594,.6013813,.5178719,4,3.089841,1.406101,0,0,.3886832,.6788844,.1870295,.3553622,.0585586,.487844,.6599355,.3891507,.6599355,.9484832,0,0
"BHMMCO",0,1,0,1,0,1,.478,1.25436,.472719,4.25,2.836178,1.345612,0,0,.3372697,.7489372,.1551252,.3508266,.0896552,.4222957,2.299775,.124903,2.325908,.715124,.0003616,1.960553
"BHMMDW",0,0,0,0,0,1,.57,.7150627,.1550676,3.25,3.236452,3.124066,0,0,.1316047,.4041096,.0068493,.1944227,.15,.6099805,.0523776,.1315169,.0523776,.4975627,.0004321,.0004321
"BHMMEM",0,0,0,1,0,0,.211,.5950929,.5178719,5.05,2.968099,1.135957,0,0,.2274694,.6804254,.0529019,.505137,.131579,.2671233,3.863728,1.203804,4.097495,3.081474,1.203804,3.668853
"BHMMIA",0,1,0,0,0,0,.661,1.438671,.2116254,4.65,3.079845,2.329627,0,0,.4144745,.7226937,.1174688,.3381016,.0884956,.2671233,1.594456,.1041933,1.697195,.5168356,.0011434,1.303337
"BHMMKE",0,1,0,1,0,0,.65,.7799888,.5178719,4.25,3.169584,1.263733,0,0,.3181126,.5769491,.1796888,.512853,.154321,.2671233,.0022668,.0978782,.0022668,.3268147,.001593,.0015986
"BHMMSY",0,0,0,0,0,1,.321,.935391,.5178719,5.8,2.885714,1.179681,0,0,.3132817,.7562835,.1068493,.3083978,.0826087,.4714711,2.248655,.7396114,3.43038,1.695346,.7396114,1.714253
"BHMOAK",1,0,0,0,0,1,2.004,2.071849,.1120481,2.3,3.864726,2.10504,0,0,.369863,.5273973,.3287671,.2123288,.0547945,.5958904,.0218168,.0218168,.0150103,.0075524,.0071252,.0075524
"BHMOKC",0,0,0,1,0,1,.631,.7814451,.5178719,6.1,2.887935,1.083707,0,0,.4558904,.6641096,.1401827,.2634703,.0068493,.53379,.2215644,.2215644,1.022486,.5162991,.2215644,.4353575
"BHMOMA",0,1,0,0,0,1,.732,.7319304,.5178719,4.4,3.101357,.9071479,0,0,.4746783,.5025945,.3098796,.3877127,.0681818,.4792445,.3646791,.3032698,.3646791,.5516836,.0173148,.0173148
"BHMORD",0,1,1,1,0,0,.584,.7216675,.1550676,3.25,3.236452,3.124066,0,0,.4422956,.6394037,.3173068,.3000716,.0163399,.2671233,.0005967,.1304894,.0005967,.4722402,.0030018,.0030018
"BHMORF",0,1,0,1,0,0,.639,1.213991,.2289411,5.35,2.867333,1.297325,0,0,.2958904,.7241096,.0468493,.430137,.0068493,.2671233,1.033519,.0156606,1.033519,.0001677,.0006863,.3149399
"BHMPBI",0,1,0,0,0,1,.619,1.395936,.4213133,4.4,3.672409,1.10866,0,0,.1690611,.8370364,.0190444,.3923321,.0617274,.4073672,1.740107,.0976904,1.793525,.522059,.0024461,1.447556
"BHMPDX",0,1,0,0,0,0,2.064,2.078236,.5178719,3.85,3.095867,1.447942,0,0,.3596267,.6953184,.3420142,.3224447,.1318681,.4429474,.0696799,.0696799,.0023006,.1022661,0,.002834
"BHMPVD",0,1,0,1,0,1,1.009,1.46872,.4228904,5.4,3.002982,1.30172,0,0,.3001158,.6717153,.1406521,.4540806,.0420606,.5206444,.4179523,.0265525,.4179523,0,0,0
"BHMRDU",0,1,0,1,1,1,.481,1.088316,.4989468,5,3.183992,.9405723,0,0,.3024122,.7465009,.0829363,.380137,.1481537,.4845146,1.557101,.017354,1.557101,0,0,.9465827
"BHMRIC",0,1,0,1,0,0,.597,1.147238,.5178719,5.2,3.072646,1.085821,0,0,.2510628,.7489372,.0585735,.5266887,.0068493,.2671233,1.051559,.0280718,1.051559,.0153051,.0280718,.3423082
"BHMRSW",0,1,0,0,0,0,.569,1.34536,.2649559,8,3.036393,.6978466,0,0,.2826374,.7595313,.0188975,.3711008,.1084337,.2671233,1.830289,.1419516,1.998173,.6732888,.0010427,1.495315
